id_municipio,ID_Município,AR,AR_End,AR_Número,AR_Complemento,AR_Bairro,AR_CEP,AR_MunSede,AR_EndCompleto,AR_Tel,AR_URL,ID_GA,Num_GA,GA,GA_SecSec,GA_SecFuncao,GA_End,GA_Número,GA_Complemento,GA_Bairro,GA_CEP,GA_MunSede,GA_EndCompleto,GA_Telefone,GA_Email,GA_Link,GA_AtoCriacao,GA_AtoLink,ID_RP,RP_Num,RP_Nome,RP_UGRHI
3510609,3510609,Grande São Paulo II,Rua Riachuelo,115,,Centro,01007-904,São Paulo,"Rua Riachuelo, 115 - Centro, São Paulo, 01007-904",(11) 3119-9000,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/gd_saopaulo2/mapa_gdspII,,,,,,,,,,,,,,,,,,13,XIII,Cotia/Pirapora,UGRHI Alto Tietê
3510708,3510708,São José do Rio Preto,Rua Voluntários de São Paulo,3539,,Centro,15015-200,São José do Rio Preto,"Rua Voluntários de São Paulo, 3539 - Centro, São José do Rio Preto, 15015-200",(17) 3121-4354,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_sao_jose/mapa_saojosedoriopreto,,,,,,,,,,,,,,,,,,7,VII,Turvo/Grande,UGRHI Turvo/Grande
3510807,3510807,Ribeirão Preto,Rua Otto Benz,1070,,Nova Ribeirânia,14096-580,Ribeirão Preto,"Rua Otto Benz, 1070 - Nova Ribeirânia, Ribeirão Preto, 14096-580",(16) 3456-3800,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_ribeirao_preto/mapa_ribeiraopreto,5,V,Núcleo Pardo,Dr. Luís Henrique Paccagnella,20º PJ de Ribeirão Preto,Rua Alice Alem Saad,855,,Nova Ribeirânia,14096-570,Ribeirão Preto,"Rua Alice Alem Saad, 855, Nova Ribeirânia, Ribeirão Preto, 14096-570",(16) 3995-1453 / 3995-1451,gaemapardo@mpsp.mp.br,http://www.mp.sp.gov.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Pardo,"Ato Normativo nº 552/08-PGJ, de 04/09/08",http://biblioteca.mp.sp.gov.br/PHL_img/ATOS/552.pdf,,,,
3510906,3510906,Ribeirão Preto,Rua Otto Benz,1070,,Nova Ribeirânia,14096-580,Ribeirão Preto,"Rua Otto Benz, 1070 - Nova Ribeirânia, Ribeirão Preto, 14096-580",(16) 3456-3800,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_ribeirao_preto/mapa_ribeiraopreto,5,V,Núcleo Pardo,Dr. Luís Henrique Paccagnella,20º PJ de Ribeirão Preto,Rua Alice Alem Saad,855,,Nova Ribeirânia,14096-570,Ribeirão Preto,"Rua Alice Alem Saad, 855, Nova Ribeirânia, Ribeirão Preto, 14096-570",(16) 3995-1453 / 3995-1451,gaemapardo@mpsp.mp.br,http://www.mp.sp.gov.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Pardo,"Ato Normativo nº 552/08-PGJ, de 04/09/08",http://biblioteca.mp.sp.gov.br/PHL_img/ATOS/552.pdf,,,,
3511003,3511003,Araçatuba,Avenida Joaquim Pompeu de Toledo,1261,,Saudade,16020-277,Araçatuba,"Avenida Joaquim Pompeu de Toledo, 1261 - Saudade, Araçatuba, 16020-277",(18) 3303-7480,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_aracatuba/mapa_aracatuba,,,,,,,,,,,,,,,,,,10,X,Baixo Tietê,UGRHI Baixo Tietê
3511102,3511102,São José do Rio Preto,Rua Voluntários de São Paulo,3539,,Centro,15015-200,São José do Rio Preto,"Rua Voluntários de São Paulo, 3539 - Centro, São José do Rio Preto, 15015-200",(17) 3121-4354,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_sao_jose/mapa_saojosedoriopreto,,,,,,,,,,,,,,,,,,7,VII,Turvo/Grande,UGRHI Turvo/Grande
3511201,3511201,São José do Rio Preto,Rua Voluntários de São Paulo,3539,,Centro,15015-200,São José do Rio Preto,"Rua Voluntários de São Paulo, 3539 - Centro, São José do Rio Preto, 15015-200",(17) 3121-4354,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_sao_jose/mapa_saojosedoriopreto,,,,,,,,,,,,,,,,,,7,VII,Turvo/Grande,UGRHI Turvo/Grande
3511300,3511300,São José do Rio Preto,Rua Voluntários de São Paulo,3539,,Centro,15015-200,São José do Rio Preto,"Rua Voluntários de São Paulo, 3539 - Centro, São José do Rio Preto, 15015-200",(17) 3121-4354,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_sao_jose/mapa_saojosedoriopreto,,,,,,,,,,,,,,,,,,7,VII,Turvo/Grande,UGRHI Turvo/Grande
3511409,3511409,Bauru,Rua Afonso Pena,5-40,,,17060-250,Bauru,"Rua Afonso Pena, 5-40 - , Bauru, 17060-250",(14) 3222-3903 / 3222-6349 / 3222-6677,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_bauru/mapa_bauru,,,,,,,,,,,,,,,,,,6,VI,Alto Paranapanema,UGRHI Alto Paranapanema
3511508,3511508,Piracicaba,Rua Almirante Barroso,491,,São Judas,13416-398,Piracicaba,"Rua Almirante Barroso, 491 - São Judas, Piracicaba, 13416-398",(19) 3433-6185 / 3434-7843,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/regioes_adm_piracicaba/mapa_piracicaba,12,XII,Núcleo Tietê/Sorocaba (Não Instalado),,,,,,,,,,,,,"Ato Normativo nº 848/14-PGJ, de 17/10/14",http://biblioteca.mpsp.mp.br/PHL_IMG/Atos/848.pdf,,,,
3511607,3511607,Sorocaba,Rua Professora Zélia Dulce de Campos Maia,74,,Vila Florinda,18040-580,Sorocaba,"Rua Professora Zélia Dulce de Campos Maia, 74 - Vila Florinda, Sorocaba, 18040-580",(15) 3231-6955 / 3233-7370 / 3211-2672,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_sorocaba/mapa_sorocaba,12,XII,Núcleo Tietê/Sorocaba (Não Instalado),,,,,,,,,,,,,"Ato Normativo nº 848/14-PGJ, de 17/10/14",http://biblioteca.mpsp.mp.br/PHL_IMG/Atos/848.pdf,,,,
3511706,3511706,Piracicaba,Rua Almirante Barroso,491,,São Judas,13416-398,Piracicaba,"Rua Almirante Barroso, 491 - São Judas, Piracicaba, 13416-398",(19) 3433-6185 / 3434-7843,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/regioes_adm_piracicaba/mapa_piracicaba,11,XI,Núcleo PCJ-Piracicaba,Dr. Alexandra Facciolli Martins,1º PJ de Piracicaba,Rua Almirante Barroso,491,,São Judas,13416-398,Piracicaba,"Rua Almirante Barroso, 491, São Judas, Piracicaba, 13416-398",(19) 3433-6185,gaemapiracicaba@mpsp.mp.br,http://www.mp.sp.gov.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/piracicaba,"Ato Normativo nº 716/11-PGJ, de 05/10/11",http://biblioteca.mp.sp.gov.br/PHL_IMG/Atos/716.pdf,,,,
3557204,3557204,Bauru,Rua Afonso Pena,5-40,,,17060-250,Bauru,"Rua Afonso Pena, 5-40 - , Bauru, 17060-250",(14) 3222-3903 / 3222-6349 / 3222-6677,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_bauru/mapa_bauru,7,VII,Núcleo Médio Paranapanema,Dr. Sérgio Campanharo,6º PJ de Assis,Avenida Siqueira Campos,185,,Vila Operária,19804-010,Assis,"Avenida Siqueira Campos, 185, Vila Operária, Assis, 19804-010",(18) 3323-1775,gaemaparanapanema@mpsp.mp.br,http://www.mp.sp.gov.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Medio_Paranapanema,"Ato Normativo nº 649/10-PGJ, de 17/06/10",http://biblioteca.mp.sp.gov.br/PHL_IMG/Atos/649.pdf,,,,
3511904,3511904,Araçatuba,Avenida Joaquim Pompeu de Toledo,1261,,Saudade,16020-277,Araçatuba,"Avenida Joaquim Pompeu de Toledo, 1261 - Saudade, Araçatuba, 16020-277",(18) 3303-7480,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_aracatuba/mapa_aracatuba,,,,,,,,,,,,,,,,,,10,X,Baixo Tietê,UGRHI Baixo Tietê
3512001,3512001,São José do Rio Preto,Rua Voluntários de São Paulo,3539,,Centro,15015-200,São José do Rio Preto,"Rua Voluntários de São Paulo, 3539 - Centro, São José do Rio Preto, 15015-200",(17) 3121-4354,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_sao_jose/mapa_saojosedoriopreto,,,,,,,,,,,,,,,,,,4,IV,Baixo Pardo/Grande,UGRHI Baixo Pardo/Grande
3512100,3512100,São José do Rio Preto,Rua Voluntários de São Paulo,3539,,Centro,15015-200,São José do Rio Preto,"Rua Voluntários de São Paulo, 3539 - Centro, São José do Rio Preto, 15015-200",(17) 3121-4354,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_sao_jose/mapa_saojosedoriopreto,,,,,,,,,,,,,,,,,,4,IV,Baixo Pardo/Grande,UGRHI Baixo Pardo/Grande
3512209,3512209,Campinas,Avenida Francisco Xavier de Arruda Camargo,340,,Jardim Santana,13088-902,Campinas,"Avenida Francisco Xavier de Arruda Camargo, 340 - Jardim Santana, Campinas, 13088-902",(19) 3578-8300,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_campinas/mapa_campinas,,,,,,,,,,,,,,,,,,15,XV,Médio Mogi Superior,UGRHI Mogi-Guaçu
3512308,3512308,Piracicaba,Rua Almirante Barroso,491,,São Judas,13416-398,Piracicaba,"Rua Almirante Barroso, 491 - São Judas, Piracicaba, 13416-398",(19) 3433-6185 / 3434-7843,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/regioes_adm_piracicaba/mapa_piracicaba,12,XII,Núcleo Tietê/Sorocaba (Não Instalado),,,,,,,,,,,,,"Ato Normativo nº 848/14-PGJ, de 17/10/14",http://biblioteca.mpsp.mp.br/PHL_IMG/Atos/848.pdf,,,,
3512407,3512407,Piracicaba,Rua Almirante Barroso,491,,São Judas,13416-398,Piracicaba,"Rua Almirante Barroso, 491 - São Judas, Piracicaba, 13416-398",(19) 3433-6185 / 3434-7843,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/regioes_adm_piracicaba/mapa_piracicaba,11,XI,Núcleo PCJ-Piracicaba,Dr. Alexandra Facciolli Martins,1º PJ de Piracicaba,Rua Almirante Barroso,491,,São Judas,13416-398,Piracicaba,"Rua Almirante Barroso, 491, São Judas, Piracicaba, 13416-398",(19) 3433-6185,gaemapiracicaba@mpsp.mp.br,http://www.mp.sp.gov.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/piracicaba,"Ato Normativo nº 716/11-PGJ, de 05/10/11",http://biblioteca.mp.sp.gov.br/PHL_IMG/Atos/716.pdf,,,,
3512506,3512506,Araçatuba,Avenida Joaquim Pompeu de Toledo,1261,,Saudade,16020-277,Araçatuba,"Avenida Joaquim Pompeu de Toledo, 1261 - Saudade, Araçatuba, 16020-277",(18) 3303-7480,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_aracatuba/mapa_aracatuba,,,,,,,,,,,,,,,,,,10,X,Baixo Tietê,UGRHI Baixo Tietê
3512605,3512605,Bauru,Rua Afonso Pena,5-40,,,17060-250,Bauru,"Rua Afonso Pena, 5-40 - , Bauru, 17060-250",(14) 3222-3903 / 3222-6349 / 3222-6677,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_bauru/mapa_bauru,,,,,,,,,,,,,,,,,,6,VI,Alto Paranapanema,UGRHI Alto Paranapanema
3512704,3512704,Piracicaba,Rua Almirante Barroso,491,,São Judas,13416-398,Piracicaba,"Rua Almirante Barroso, 491 - São Judas, Piracicaba, 13416-398",(19) 3433-6185 / 3434-7843,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/regioes_adm_piracicaba/mapa_piracicaba,11,XI,Núcleo PCJ-Piracicaba,Dr. Alexandra Facciolli Martins,1º PJ de Piracicaba,Rua Almirante Barroso,491,,São Judas,13416-398,Piracicaba,"Rua Almirante Barroso, 491, São Judas, Piracicaba, 13416-398",(19) 3433-6185,gaemapiracicaba@mpsp.mp.br,http://www.mp.sp.gov.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/piracicaba,"Ato Normativo nº 716/11-PGJ, de 05/10/11",http://biblioteca.mp.sp.gov.br/PHL_IMG/Atos/716.pdf,,,,
3512803,3512803,Campinas,Avenida Francisco Xavier de Arruda Camargo,340,,Jardim Santana,13088-902,Campinas,"Avenida Francisco Xavier de Arruda Camargo, 340 - Jardim Santana, Campinas, 13088-902",(19) 3578-8300,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_campinas/mapa_campinas,9,IX,Núcleo PCJ-Campinas,Dr. Rodrigo Sanches Garcia,4º PJ de Valinhos,Avenida Francisco Xavier de Camargo,340,1º andar,Jardim Santana,13088-653,Campinas,"Avenida Francisco Xavier de Camargo, 340, 1º andar, Jardim Santana, Campinas, 13088-653",(19) 3578-8334,gaemacampinas@mpsp.mp.br,http://www.mp.sp.gov.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/campinas,"Ato Normativo nº 716/11-PGJ, de 05/10/11",http://biblioteca.mp.sp.gov.br/PHL_IMG/Atos/716.pdf,,,,
3512902,3512902,São José do Rio Preto,Rua Voluntários de São Paulo,3539,,Centro,15015-200,São José do Rio Preto,"Rua Voluntários de São Paulo, 3539 - Centro, São José do Rio Preto, 15015-200",(17) 3121-4354,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_sao_jose/mapa_saojosedoriopreto,,,,,,,,,,,,,,,,,,7,VII,Turvo/Grande,UGRHI Turvo/Grande
3513009,3513009,Grande São Paulo II,Rua Riachuelo,115,,Centro,01007-904,São Paulo,"Rua Riachuelo, 115 - Centro, São Paulo, 01007-904",(11) 3119-9000,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/gd_saopaulo2/mapa_gdspII,,,,,,,,,,,,,,,,,,13,XIII,Cotia/Pirapora,UGRHI Alto Tietê
3513108,3513108,Ribeirão Preto,Rua Otto Benz,1070,,Nova Ribeirânia,14096-580,Ribeirão Preto,"Rua Otto Benz, 1070 - Nova Ribeirânia, Ribeirão Preto, 14096-580",(16) 3456-3800,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_ribeirao_preto/mapa_ribeiraopreto,5,V,Núcleo Pardo,Dr. Luís Henrique Paccagnella,20º PJ de Ribeirão Preto,Rua Alice Alem Saad,855,,Nova Ribeirânia,14096-570,Ribeirão Preto,"Rua Alice Alem Saad, 855, Nova Ribeirânia, Ribeirão Preto, 14096-570",(16) 3995-1453 / 3995-1451,gaemapardo@mpsp.mp.br,http://www.mp.sp.gov.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Pardo,"Ato Normativo nº 552/08-PGJ, de 04/09/08",http://biblioteca.mp.sp.gov.br/PHL_img/ATOS/552.pdf,,,,
3513207,3513207,Franca,Avenida Dr. Ismael Alonso Y Alonso,,,São José,14401-426 ,Franca,"Avenida Dr. Ismael Alonso Y Alonso - São José, Franca, 14401-426 ",(16) 3702-8740 / 3722-1344 / 3722-3801,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_franca/mapa_franca,,,,,,,,,,,,,,,,,,2,II,Sapucaí/Grande,UGRHI Sapucaí/Grande
3513306,3513306,Presidente Prudente,Rua Ribeiro de Barros,630,,Jardim Aviação,19020-430,Presidente Prudente,"Rua Ribeiro de Barros, 630 - Jardim Aviação, Presidente Prudente, 19020-430",(18) 3221-7156,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_pprudente/mapa_presidenteprudente,7,VII,Núcleo Médio Paranapanema,Dr. Sérgio Campanharo,6º PJ de Assis,Avenida Siqueira Campos,185,,Vila Operária,19804-010,Assis,"Avenida Siqueira Campos, 185, Vila Operária, Assis, 19804-010",(18) 3323-1775,gaemaparanapanema@mpsp.mp.br,http://www.mp.sp.gov.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Medio_Paranapanema,"Ato Normativo nº 649/10-PGJ, de 17/06/10",http://biblioteca.mp.sp.gov.br/PHL_IMG/Atos/649.pdf,,,,
3513405,3513405,Taubaté,Rua José Licurgo Indiani,s/n,,Jardim Maria Augusta,12070-070,Taubaté,"Rua José Licurgo Indiani, s/n - Jardim Maria Augusta, Taubaté, 12070-070",(12) 3621-4801,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_taubate/mapa_taubate,1,I,Núcleo Paraíba do Sul,Dr. Jaime Meira do Nascimento Júnior,PJ de Cruzeiro,Praça Melvin Jones,22,,Jardim São Dimas,12245-360,São José dos Campos,"Praça Melvin Jones, 22, Jardim São Dimas, São José dos Campos, 12245-360",(12) 3941-3292,gaemaps@mpsp.mp.br,http://www.mp.sp.gov.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Vale_do_paraiba,"Ato Normativo nº 552/08-PGJ, de 04/09/08",http://biblioteca.mp.sp.gov.br/PHL_img/ATOS/552.pdf,,,,
3513504,3513504,Santos,Rua Bittencourt,141,,Vila Nova,11013-300,Santos,"Rua Bittencourt, 141 - Vila Nova, Santos, 11013-300",(13) 3221-5722,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_santos/mapa_santos,3,III,Núcleo Baixada Santista,Dra. Flávia Maria Gonçalves,10ª PJ de São Vicente,Avenida Conselheiro Nébias,756,5º andar / conj. 505,Boqueirão,11013-300,Santos,"Avenida Conselheiro Nébias, 756, 5º andar / conj. 505, Boqueirão, Santos, 11013-300",(13) 3221-6257,gaemabs@mpsp.mp.br,http://www.mp.sp.gov.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Baixada_Santista,"Ato Normativo nº 552/08-PGJ, de 04/09/08",http://biblioteca.mp.sp.gov.br/PHL_img/ATOS/552.pdf,,,,
3513603,3513603,Taubaté,Rua José Licurgo Indiani,s/n,,Jardim Maria Augusta,12070-070,Taubaté,"Rua José Licurgo Indiani, s/n - Jardim Maria Augusta, Taubaté, 12070-070",(12) 3621-4801,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_taubate/mapa_taubate,1,I,Núcleo Paraíba do Sul,Dr. Jaime Meira do Nascimento Júnior,PJ de Cruzeiro,Praça Melvin Jones,22,,Jardim São Dimas,12245-360,São José dos Campos,"Praça Melvin Jones, 22, Jardim São Dimas, São José dos Campos, 12245-360",(12) 3941-3292,gaemaps@mpsp.mp.br,http://www.mp.sp.gov.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Vale_do_paraiba,"Ato Normativo nº 552/08-PGJ, de 04/09/08",http://biblioteca.mp.sp.gov.br/PHL_img/ATOS/552.pdf,,,,
3513702,3513702,Ribeirão Preto,Rua Otto Benz,1070,,Nova Ribeirânia,14096-580,Ribeirão Preto,"Rua Otto Benz, 1070 - Nova Ribeirânia, Ribeirão Preto, 14096-580",(16) 3456-3800,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_ribeirao_preto/mapa_ribeiraopreto,,,,,,,,,,,,,,,,,,16,XVI,Médio Mogi Inferior,UGRHI Mogi-Guaçu
3513801,3513801,Grande São Paulo I,Rua Riachuelo,115,,Centro,01007-904,São Paulo,"Rua Riachuelo, 115 - Centro, São Paulo, 01007-904",(11) 3119-9000,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/gd_saopaulo_I/mapa_gdspI,,,,,,,,,,,,,,,,,,12,XII,Alto Tietê,UGRHI Alto Tietê
3513850,3513850,São José do Rio Preto,Rua Voluntários de São Paulo,3539,,Centro,15015-200,São José do Rio Preto,"Rua Voluntários de São Paulo, 3539 - Centro, São José do Rio Preto, 15015-200",(17) 3121-4354,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_sao_jose/mapa_saojosedoriopreto,,,,,,,,,,,,,,,,,,9,IX,São José dos Dourados,UGRHI São José dos Dourados
3513900,3513900,Ribeirão Preto,Rua Otto Benz,1070,,Nova Ribeirânia,14096-580,Ribeirão Preto,"Rua Otto Benz, 1070 - Nova Ribeirânia, Ribeirão Preto, 14096-580",(16) 3456-3800,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_ribeirao_preto/mapa_ribeiraopreto,5,V,Núcleo Pardo,Dr. Luís Henrique Paccagnella,20º PJ de Ribeirão Preto,Rua Alice Alem Saad,855,,Nova Ribeirânia,14096-570,Ribeirão Preto,"Rua Alice Alem Saad, 855, Nova Ribeirânia, Ribeirão Preto, 14096-570",(16) 3995-1453 / 3995-1451,gaemapardo@mpsp.mp.br,http://www.mp.sp.gov.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Pardo,"Ato Normativo nº 552/08-PGJ, de 04/09/08",http://biblioteca.mp.sp.gov.br/PHL_img/ATOS/552.pdf,,,,
3514007,3514007,Ribeirão Preto,Rua Otto Benz,1070,,Nova Ribeirânia,14096-580,Ribeirão Preto,"Rua Otto Benz, 1070 - Nova Ribeirânia, Ribeirão Preto, 14096-580",(16) 3456-3800,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_ribeirao_preto/mapa_ribeiraopreto,,,,,,,,,,,,,,,,,,8,VIII,Tietê/Batalha,UGRHI Tietê/Batalha
3514106,3514106,Bauru,Rua Afonso Pena,5-40,,,17060-250,Bauru,"Rua Afonso Pena, 5-40 - , Bauru, 17060-250",(14) 3222-3903 / 3222-6349 / 3222-6677,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_bauru/mapa_bauru,,,,,,,,,,,,,,,,,,5,V,Tietê/Jacaré,UGHRI Tietê/Jacaré
3514205,3514205,São José do Rio Preto,Rua Voluntários de São Paulo,3539,,Centro,15015-200,São José do Rio Preto,"Rua Voluntários de São Paulo, 3539 - Centro, São José do Rio Preto, 15015-200",(17) 3121-4354,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_sao_jose/mapa_saojosedoriopreto,,,,,,,,,,,,,,,,,,7,VII,Turvo/Grande,UGRHI Turvo/Grande
3514304,3514304,Ribeirão Preto,Rua Otto Benz,1070,,Nova Ribeirânia,14096-580,Ribeirão Preto,"Rua Otto Benz, 1070 - Nova Ribeirânia, Ribeirão Preto, 14096-580",(16) 3456-3800,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_ribeirao_preto/mapa_ribeiraopreto,,,,,,,,,,,,,,,,,,5,V,Tietê/Jacaré,UGHRI Tietê/Jacaré
3514403,3514403,Presidente Prudente,Rua Ribeiro de Barros,630,,Jardim Aviação,19020-430,Presidente Prudente,"Rua Ribeiro de Barros, 630 - Jardim Aviação, Presidente Prudente, 19020-430",(18) 3221-7156,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_pprudente/mapa_presidenteprudente,,,,,,,,,,,,,,,,,,11,XI,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3514502,3514502,Bauru,Rua Afonso Pena,5-40,,,17060-250,Bauru,"Rua Afonso Pena, 5-40 - , Bauru, 17060-250",(14) 3222-3903 / 3222-6349 / 3222-6677,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_bauru/mapa_bauru,7,VII,Núcleo Médio Paranapanema,Dr. Sérgio Campanharo,6º PJ de Assis,Avenida Siqueira Campos,185,,Vila Operária,19804-010,Assis,"Avenida Siqueira Campos, 185, Vila Operária, Assis, 19804-010",(18) 3323-1775,gaemaparanapanema@mpsp.mp.br,http://www.mp.sp.gov.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Medio_Paranapanema,"Ato Normativo nº 649/10-PGJ, de 17/06/10",http://biblioteca.mp.sp.gov.br/PHL_IMG/Atos/649.pdf,,,,
3514601,3514601,Ribeirão Preto,Rua Otto Benz,1070,,Nova Ribeirânia,14096-580,Ribeirão Preto,"Rua Otto Benz, 1070 - Nova Ribeirânia, Ribeirão Preto, 14096-580",(16) 3456-3800,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_ribeirao_preto/mapa_ribeiraopreto,5,V,Núcleo Pardo,Dr. Luís Henrique Paccagnella,20º PJ de Ribeirão Preto,Rua Alice Alem Saad,855,,Nova Ribeirânia,14096-570,Ribeirão Preto,"Rua Alice Alem Saad, 855, Nova Ribeirânia, Ribeirão Preto, 14096-570",(16) 3995-1453 / 3995-1451,gaemapardo@mpsp.mp.br,http://www.mp.sp.gov.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Pardo,"Ato Normativo nº 552/08-PGJ, de 04/09/08",http://biblioteca.mp.sp.gov.br/PHL_img/ATOS/552.pdf,,,,
3514700,3514700,Presidente Prudente,Rua Ribeiro de Barros,630,,Jardim Aviação,19020-430,Presidente Prudente,"Rua Ribeiro de Barros, 630 - Jardim Aviação, Presidente Prudente, 19020-430",(18) 3221-7156,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_pprudente/mapa_presidenteprudente,7,VII,Núcleo Médio Paranapanema,Dr. Sérgio Campanharo,6º PJ de Assis,Avenida Siqueira Campos,185,,Vila Operária,19804-010,Assis,"Avenida Siqueira Campos, 185, Vila Operária, Assis, 19804-010",(18) 3323-1775,gaemaparanapanema@mpsp.mp.br,http://www.mp.sp.gov.br/portal/page/portal/cao_urbanismo_e_meio_ambiente/rede_gaema/Medio_Paranapanema,"Ato Normativo nº 649/10-PGJ, de 17/06/10",http://biblioteca.mp.sp.gov.br/PHL_IMG/Atos/649.pdf,,,,
